Combine_Year,Player_ID,Top_Talent,Rnd,Round_Cat,Pick,Draft_Team,Player,AV,Exp_AV,Success,Class,Underclassman,Pos,Pos_Group,Pos_Type,Draft_age,School,Conf,Power_Conf,Ht,Wt,BMI,Arm_length,Hand_size,40yd,Speed_Score,HASS,Vertical,Vertical_Jump_Power,Bench,Exp_Bench,Bench_Diff,BroadJump,Broad_Jump_Power,3Cone,Shuttle,Quix_Score,School_Off_Rnk,School_Def_Rnk,School_Off_Rating,School_Def_Rating,School_Rating,Consensus_AA,Dominator_Rating_Prior,Dominator_Rating_Draft,Pass_Att_PG_Prior,Pass_Att_PG_Draft,Pass_Cmp_PG_Prior,Pass_Cmp_PG_Draft,Pass_Pct_Prior,Pass_Pct_Draft,Pass_Yds_PG_Prior,Pass_Yds_PG_Draft,Pass_TD_PG_Prior,Pass_TD_PG_Draft,Pass_Int_PG_Prior,Pass_Int_PG_Draft,Pass_YA_Prior,Pass_YA_Draft,Pass_AYA_Prior,Pass_AYA_Draft,Pass_Rate_Prior,Pass_Rate_Draft,Rush_Att_PG_Prior,Rush_Att_PG_Draft,Rush_Yds_PG_Prior,Rush_Yds_PG_Draft,Rush_Avg_Prior,Rush_Avg_Draft,Rush_TD_PG_Prior,Rush_TD_PG_Draft,Rec_PG_Prior,Rec_PG_Draft,Rec_Yds_PG_Prior,Rec_Yds_PG_Draft,Rec_TD_PG_Prior,Rec_TD_PG_Draft,Scrim_Yds_PG_Prior,Scrim_Yds_PG_Draft,Scrim_TD_PG_Prior,Scrim_TD_PG_Draft,Kick_FGA_PG_Prior,Kick_FGA_PG_Draft,Kick_FGM_PG_Prior,Kick_FGM_PG_Draft,Kick_FG_pct_Prior,Kick_FG_pct_Draft,Kick_XPA_PG_Prior,Kick_XPA_PG_Draft,Kick_XPM_PG_Prior,Kick_XPM_PG_Draft,Kick_XP_pct_Prior,Kick_XP_pct_Draft,Non_offensive_TD_PG_Prior,Non_offensive_TD_PG_Draft,Def_Solo_Tackles_PG_Prior,Def_Solo_Tackles_PG_Draft,Def_Ast_Tackles_PG_Prior,Def_Ast_Tackles_PG_Draft,Def_Tot_Tackles_PG_Prior,Def_Tot_Tackles_PG_Draft,Def_Loss_Tackles_PG_Prior,Def_Loss_Tackles_PG_Draft,Def_Sk_PG_Prior,Def_Sk_PG_Draft,Def_Int_PG_Prior,Def_Int_PG_Draft,Def_PD_PG_Prior,Def_PD_PG_Draft,Def_FF_PG_Prior,Def_FF_PG_Draft,Def_FR_PG_Prior,Def_FR_PG_Draft,Def_Int_TD_PG_Prior,Def_Int_TD_PG_Draft,Def_TD_Fumbles_PG_Prior,Def_TD_Fumbles_PG_Draft
2016,jarran-reed-1,1,2,Rounds 1-3,49,SEA,Jarran Reed,23,13.3,Success,SR,0,DT,DL,Defense,23,Alabama,SEC,1,75,307,38.37,33.375,10.5,5.21,83.33,85.9,31,9031.59,NULL,26.7,NULL,104,20286.59,7.77,4.75,87.46,30,2,9.34,14.38,23.72,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,1.13,2.46,2.67,4.15,3.8,0.5,0.3,0.08,0.07,0,0,0.38,0.13,0,0,0,0.07,0,0,0,0
2012,jarrett-boykin-1,0,8,Undrafted,999,Undrafted,Jarrett Boykin,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Virginia Tech,ACC,1,74,217,27.86,32.25,10.25,4.62,95.26,96.24,36,7953.5,11,16.3,-5.3,123,21366.99,7.12,4.28,89.94,57,7,-0.65,8.86,8.21,0,0.31,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,3,4.69,51.78,58.54,0.32,0.38,51.78,58.54,0.34,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.08,0,0,0.02,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
2010,jarrett-brown-1,0,8,Undrafted,999,Undrafted,Jarrett Brown,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,West Virginia,Big East,1,75,224,28,NULL,10,4.5,109.25,112.61,34.5,7866.05,NULL,16.4,NULL,114,20123.2,7.24,4.39,85.71,68,32,2.71,4.76,7.48,0,NULL,NULL,5,22.77,3.24,14.38,0.65,63.2,33.56,164.92,0.2,0.85,0.16,0.69,6.71,7.2,6.07,6.6,127.98,130.2,4.68,9,26.88,35.85,5.74,4,0.28,0.46,0.04,0,-0.04,0,0,0,26.84,35.85,0.28,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,jarrett-hicks-1,0,8,Undrafted,999,Undrafted,Jarrett Hicks,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Texas Tech,Big 12,1,75,210,26.25,33.5,9.5,4.67,88.3,91.02,34.5,7578.43,NULL,14.7,NULL,120,20760.65,NULL,NULL,NULL,13,77,5.79,-1.59,4.2,0,0.21,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.56,0,10,0,0,0,4.81,4.17,70.14,55.67,0.78,0.33,70.69,55.67,0.78,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,jarrett-payton-1,0,8,Undrafted,999,Undrafted,Jarrett Payton,NULL,NULL,Success,SR,0,RB,OB,Offense,NULL,Miami (FL),Big East,1,72,220,29.83,30.75,8.88,4.66,93.31,90.46,31,7244.25,NULL,18.2,NULL,115,20195.2,7.34,4.31,83.6,51,4,2.43,12.04,14.47,0,0.02,0.23,0.04,0,0,0,0,0,0,0,0,0,0.04,0,0,0,-45,0,-200,0,4.33,14,18.93,75.77,4.37,5.4,0.11,0.54,0.41,1.31,3.33,10.46,0,0.08,22.26,86.23,0.11,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,jarrett-stidham-1,0,4,Rounds 4-7,133,NWE,Jarrett Stidham,0,4.5,Bust,JR,1,QB,QB,Offense,23,Auburn,SEC,1,74,218,27.99,32,9.125,4.81,81.45,82.29,31,7203.16,NULL,16.4,NULL,110,19383.22,7.28,4.33,83.99,48,14,0.59,10.17,10.76,0,NULL,NULL,19.96,28.38,13.38,17.23,0.67,60.7,184.29,214.92,1.25,1.38,0.33,0.38,9.23,7.6,9.73,7.9,161.91,137.7,5.79,5.54,9.29,0.08,1.6,0,0.25,0.23,0,0,0,0,0,0,9.29,0.08,0.25,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,jarrod-baxter-1,0,5,Rounds 4-7,136,HOU,Jarrod Baxter,0,4.3,Bust,SR,0,FB,OB,Offense,23,New Mexico,MWC,0,73,245,32.32,31.5,10.25,4.7,100.42,99.39,32.5,7989.12,23,20.5,2.5,116,20862.98,7.1,4.27,102.62,53,36,-1.82,1.21,-0.6,0,0.16,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43,18.45,34.14,82.45,4.6,4.5,0.23,1,0.23,0.64,1.86,4.45,0,0,36,86.91,0.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,jarrod-clements-1,0,8,Undrafted,999,Undrafted,Chunky Clements,NULL,NULL,Success,SR,0,DT,DL,Defense,NULL,Illinois,Big Ten,1,74,301,38.64,32.875,10.375,NULL,NULL,NULL,NULL,NULL,23,26.7,-3.7,NULL,NULL,NULL,4.96,NULL,122,94,-5.92,-1.83,-7.75,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,1.4,1.26,2.2,2.33,3.6,0.72,0.7,0.09,0.35,0,0,0.15,0.1,0.07,0.1,0.04,0,0,0,0,0
2009,jarron-gilbert-1,1,3,Rounds 1-3,68,CHI,Jarron Gilbert,0,10.2,Bust,SR,0,DE,DL,Defense,22,San Jose State,WAC,0,77,288,34.15,NULL,NULL,4.81,107.61,115.38,35.5,9335.05,28,22.9,5.1,119,22208.92,7.7,4.56,89.23,106,37,-9.55,2.34,-7.22,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,3,1.14,1.33,2.66,4.33,0.57,1.83,0.34,0.79,0,0,0.34,0.25,0.03,0.17,0,0,0,0,0,0
2017,jarron-jones-1,0,8,Undrafted,999,Undrafted,Jarron Jones,NULL,NULL,Success,SR,0,DT,DL,Defense,NULL,Notre Dame,Ind,1,78,316,36.51,35.5,10.5,5.33,78.31,85.61,20.5,7597.62,22,25.6,-3.6,NULL,NULL,NULL,4.53,NULL,53,62,5.46,-1.19,4.27,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,2.36,1.5,1.73,3.33,4.09,0.47,1,0.14,0.18,0,0.09,0.06,0,0.11,0,0,0,0,0,0,0
2018,jarvion-franklin-1,0,8,Undrafted,999,Undrafted,Jarvion Franklin,NULL,NULL,Success,SR,0,RB,OB,Offense,NULL,Western Michigan,MAC,0,71,239,33.33,31.25,9.25,4.63,104.02,98.76,30,7480.41,18,21.3,-3.3,109,19660.47,6.93,4.31,104.82,27,82,4.08,-6.95,-2.87,0,0.24,0.27,0,0.08,0,0,0,0,0,0,0,0,0,0.08,0,0,0,-45,0,-200,17.68,19.58,90.97,102.33,5.15,5.2,1.02,0.92,1.4,0.42,15.88,2.92,0.07,0.08,106.85,105.25,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,jarvis-herring-1,0,8,Undrafted,999,Undrafted,Jarvis Herring,NULL,NULL,Success,SR,0,SS,DB,Defense,NULL,Florida,SEC,1,71,207,28.87,30.75,9.88,4.85,74.82,71.04,36.5,7825.15,15,17.3,-2.3,116,20082.3,7.34,4.23,80.86,49,18,5.4,6.92,12.32,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0,2.08,0,5.25,0,0.33,0,0.17,0.36,0.17,0,0,0,0,0,0,0,0,0,0
2011,jarvis-jenkins-1,1,2,Rounds 1-3,41,WAS,Jarvis Jenkins,23,15,Success,SR,0,DT,DL,Defense,23,Clemson,ACC,1,76,310,37.73,33.25,9.5,5.03,96.85,101.84,26.5,8399.42,17,26.4,-9.4,98,19423.15,7.42,4.83,96.36,86,13,0.21,7.14,7.35,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,1.92,1.08,1.33,2.05,3.25,0.45,0.67,0.09,0.08,0,0,0,0.08,0,0.08,0,0,0,0,0,0
2013,jarvis-jones-1,1,1,Rounds 1-3,17,PIT,Jarvis Jones,17,22.8,Bust,JR,1,OLB,LB,Defense,23,Georgia,SEC,1,74,245,31.45,33.08,9.13,4.74,97.07,98.06,NULL,NULL,NULL,19.8,NULL,NULL,NULL,NULL,NULL,NULL,18,18,9.85,8.08,17.93,1,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.33,1.77,2.75,3.77,7.08,0.95,2.04,0.61,1.21,0,0.08,0.09,0,0.09,0,0,0,0,0,0,0
2014,jarvis-landry-1,1,2,Rounds 1-3,63,MIA,Jarvis Landry,44,10.9,Success,JR,1,WR,Receivers,Offense,21,LSU,SEC,1,71,205,28.59,31.75,10.25,4.65,87.69,83.26,28.5,6550.64,12,17.1,-5.1,110,19116.14,NULL,NULL,NULL,23,21,8.87,5.72,14.59,0,0.16,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,5.92,22.81,91.77,0.19,0.77,22.81,91.77,0.19,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.08,0.41,0,0.74,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,jarvis-moss-1,1,1,Rounds 1-3,17,DEN,Jarvis Moss,3,22.8,Bust,JR,1,DE,DL,Defense,23,Florida,SEC,1,78,250,28.89,34.63,9.38,4.7,102.47,112.02,30.5,7783.48,16,17.4,-1.4,120,21582.41,NULL,NULL,NULL,24,6,7.58,12.08,19.66,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,3.38,0.73,0.92,2.27,4.31,1,0.85,0.68,0.58,0,0,0.18,0.31,0.09,0.31,0,0,0,0,0,0
2006,jason-allen-2,1,1,Rounds 1-3,16,MIA,Jason Allen,13,23.3,Bust,SR,0,FS,DB,Defense,23,Tennessee,SEC,1,73,209,27.57,31.5,8,4.39,112.54,111.4,39.5,8328.77,17,16.1,0.9,131,22436.06,6.75,3.81,117.65,102,15,-3.25,7.5,4.25,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,1.4,0,7,0,0.6,0,0.2,0.15,0,0,0.4,0,0.2,0,0,0,0,0,0
2006,jason-avant-1,0,4,Rounds 4-7,109,PHI,Jason Avant,30,6.1,Success,SR,0,WR,Receivers,Offense,23,Michigan,Big Ten,1,72,212,28.75,NULL,NULL,4.62,93.07,90.23,37,8004.96,20,17.2,2.8,118,20493.38,NULL,NULL,NULL,45,24,5.19,9.67,14.86,0,0.1,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,6.83,35.43,83.92,0.14,0.67,35.43,83.92,0.14,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,jason-babin-1,1,1,Rounds 1-3,27,HOU,Jason Babin,46,18.8,Success,SR,0,DE,DL,Defense,24,Western Michigan,MAC,0,75,260,32.49,33.13,9.88,4.62,114.14,117.65,34,8528.55,28,20.9,7.1,121,21942.03,7.03,4.14,116.91,53,86,-0.38,-6.02,-6.4,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,1.52,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,jason-baker-1,0,8,Undrafted,999,Undrafted,Jason Baker,NULL,NULL,Success,SR,0,P,Kicking,Special teams,NULL,Iowa,Big Ten,1,73,198,26.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.7,NULL,NULL,NULL,NULL,NULL,NULL,101,77,-4.16,1.76,-2.4,0,NULL,NULL,0.03,0.08,0.03,0,1,0,0.09,0,0,0,0,0,3,0,3,0,125.2,0,0.03,0,-0.16,0,-5,0,0,0,0,0,0,0,0,0,-0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,jason-ball-1,0,8,Undrafted,999,Undrafted,Jason Ball,NULL,NULL,Success,SR,0,C,OL,Offense,NULL,North Texas,Sun Belt,0,74,301,38.64,31,10,5.41,70.28,70.99,29,8599.97,27,26.7,0.3,94,18621.54,7.87,4.73,83.6,81,40,-7.1,-2.02,-9.11,0,NULL,NULL,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,1.27,0.68,0.82,0.71,64.3,1.45,2.82,1.32,2.73,0.91,96.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,jason-beauchamp-1,0,8,Undrafted,999,Undrafted,Jason Beauchamp,NULL,NULL,Success,SR,0,ILB,LB,Defense,NULL,UNLV,MWC,0,75,244,30.49,NULL,NULL,4.89,85.35,87.97,39.5,9047.82,21,18.9,2.1,120,21459.15,7.1,NULL,NULL,79,103,-0.35,-5.27,-5.61,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,3.83,3.36,4.08,6.64,7.92,0.39,1,0.18,0.54,0,0,0.17,0.08,0.03,0.17,0.03,0,0,0,0,0
2018,jason-cabinda-1,0,8,Undrafted,999,Undrafted,Jason Cabinda,NULL,NULL,Success,SR,0,ILB,LB,Defense,NULL,Penn State,Big Ten,1,73,239,31.53,32,9.625,NULL,NULL,NULL,NULL,NULL,19,19.8,-0.8,NULL,NULL,NULL,NULL,NULL,7,7,11.03,10.59,21.62,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04,2.62,4.19,4.31,7.22,6.92,0.37,0.58,0.13,0.27,0.04,0,0.3,0.23,0,0.15,0,0.08,0,0,0,0
2005,jason-campbell-1,1,1,Rounds 1-3,25,WAS,Jason Campbell,47,19.5,Success,SR,0,QB,QB,Offense,23,Auburn,SEC,1,77,230,27.27,33.63,9.63,4.71,93.47,100.23,NULL,NULL,NULL,15.7,NULL,NULL,NULL,7.42,NULL,NULL,18,1,6.69,13.18,19.86,0,NULL,NULL,16.69,20.77,10.4,14.46,0.62,69.6,131.4,207.69,0.71,1.54,0.49,0.54,7.88,10,7.42,10.3,136.78,172.9,5.46,4.46,7.91,2.31,1.45,0.5,0.17,0.23,0,0,0,0,0,0,7.91,2.31,0.17,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,jason-carter-2,0,8,Undrafted,999,Undrafted,Jason Carter,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Texas A&M,Big 12,1,72,211,28.61,31.25,9.75,4.6,94.25,91.38,33,7367.7,NULL,17.1,NULL,116,20164.48,6.89,4.21,97.29,32,96,6.47,-4.3,2.16,0,0.05,0.34,0.13,0.09,0.09,0,0.67,0,3,0,0.04,0,0,0,23,0,29.67,0,369.87,0,0.7,1.55,8.52,9,12.25,5.8,0.17,0,2.09,4.91,27.39,75.18,0,0.55,35.91,84.18,0.17,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.09,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,jason-cook-1,0,8,Undrafted,999,Undrafted,Jason Cook,NULL,NULL,Success,SR,0,FB,OB,Offense,NULL,Ole Miss,SEC,1,71,244,34.03,NULL,NULL,4.71,99.16,94.14,NULL,NULL,21,21.9,-0.9,NULL,NULL,NULL,NULL,NULL,28,20,6.42,5.69,12.11,0,0.01,0.01,0,0.08,0,0.08,0,100,0,2.54,0,0,0,0,0,33,0,33,0,377.2,0.17,0.08,0.38,0.08,2.2,1,0,0,0.48,0.54,4.72,3.62,0,0.08,5.1,3.69,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,jason-doering-1,0,6,Rounds 4-7,193,IND,Jason Doering,5,1.3,Success,SR,0,FS,DB,Defense,23,Wisconsin,Big Ten,1,71,202,28.17,NULL,NULL,4.73,80.71,76.63,NULL,NULL,NULL,16.7,NULL,NULL,NULL,7.07,4.12,90.18,59,35,2.82,6.83,9.65,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.27,0,0,0,0,0,0,0,0,0,0
2016,jason-fanaika-3,0,8,Undrafted,999,Undrafted,Jason Fanaika,NULL,NULL,Success,SR,0,DE,DL,Defense,NULL,Utah,Pac-12,1,74,271,34.79,32.625,9.875,4.92,92.5,93.44,35.5,8985.8,23,23,0,113,20934.6,7.06,4.39,110.37,55,31,3.23,8.16,11.39,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.36,1.23,2.18,4.23,4.55,0.73,0.95,0.38,0.36,0.08,0,0,0.36,0.08,0.18,0.08,0,0,0,0,0
2004,jason-fife-1,0,8,Undrafted,999,Undrafted,Jason Fife,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,Oregon,Pac-10,1,76,226,27.51,32.38,8.5,4.83,83.05,87.33,30.5,7290.42,NULL,15.9,NULL,113,20010.11,7.28,4.18,91.72,55,70,2.92,2.4,5.32,0,NULL,NULL,23.5,9.23,12.25,4.92,0.52,53.3,176.44,67.62,1.5,0.46,0.63,0.31,7.51,7.3,7.59,6.8,130.94,124.7,4.94,3.23,4,17.31,0.81,5.4,0.19,0.38,0.06,0,-0.63,0,0,0,3.38,17.31,0.19,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,jason-gavadza-1,0,6,Rounds 4-7,204,PIT,Jason Gavadza,0,0.8,Bust,SR,0,TE,Receivers,Offense,NULL,Kent State,MAC,0,75,249,31.12,NULL,NULL,4.62,109.31,112.67,32.5,8071.3,22,19.5,2.5,113,20482.62,7.15,4.3,101.41,NULL,NULL,-8.52,-8.52,-17.05,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,4.27,21.23,59.45,0.19,0.64,21.23,59.45,0.19,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,jason-gesser-1,0,8,Undrafted,999,Undrafted,Jason Gesser,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,Washington State,Pac-10,1,73,205,27.04,NULL,NULL,4.87,72.89,72.15,NULL,NULL,NULL,15.6,NULL,NULL,NULL,NULL,NULL,NULL,17,37,8.63,4.84,13.47,0,NULL,NULL,26.52,30.92,13.89,18.15,0.52,58.7,200.81,262.15,1.56,2.15,0.96,1,7.57,8.5,7.11,8.4,128.08,146.4,6.85,4.15,10.85,-8.92,1.58,-2.1,0.15,0,0,0,0,0,0,0,10.85,-8.92,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,jason-goss-1,0,8,Undrafted,999,Undrafted,Jason Goss,NULL,NULL,Success,SR,0,CB,DB,Defense,NULL,Texas Christian,CUSA,1,70,183,26.25,29.88,8.75,4.58,83.18,77.31,32.5,6715.38,15,15.1,-0.1,117,19743.42,7.46,4.31,66.75,35,19,2.16,3.74,5.9,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.18,0.67,0,0,0,0,0,0,0,0,0,0
2005,jason-harmon-2,0,8,Undrafted,999,Undrafted,Jason Harmon,NULL,NULL,Success,SR,0,FS,DB,Defense,NULL,Michigan State,Big Ten,1,71,209,29.15,30.13,8.75,4.7,85.66,81.33,37,7943.33,23,17.6,5.4,118,20431.75,7.61,4.1,77.81,38,73,4.19,-1.89,2.3,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.25,0,0,0,0,0,0,0,0,0.04,0
2002,jason-hebert-1,0,8,Undrafted,999,Undrafted,Jason Hebert,NULL,NULL,Success,SR,0,FS,DB,Defense,NULL,Rice,WAC,0,71,190,26.5,30.5,9.5,4.63,82.69,78.51,35.5,7321.72,15,15.2,-0.2,118,20041.41,7.12,3.88,90.84,50,76,-1.79,-2.56,-4.35,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.33,0,0,0,0,0,0,0,0,0,0
2007,jason-hill-1,1,3,Rounds 1-3,76,SFO,Jason Hill,9,9.2,Bust,SR,0,WR,Receivers,Offense,22,Washington State,Pac-10,1,72,204,27.66,32.75,9.63,4.32,117.15,113.58,37,7840.61,NULL,16.2,NULL,123,21099.91,7.02,4.22,89.47,57,62,3.28,2.53,5.81,0,0.31,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.2,-0.12,-0.6,-4,-3,0,0,3.24,4.1,63.76,60,0.76,0.7,63.64,59.4,0.76,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.1,0,0,0.03,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,jason-jones-1,1,2,Rounds 1-3,54,TEN,Jason Jones,31,12.4,Success,SR,0,DE,DL,Defense,22,Eastern Michigan,MAC,0,77,273,32.37,NULL,NULL,4.76,106.36,114.04,25.5,7485.11,18,21,-3,123,22517.47,7.29,4.32,105.18,86,90,-5.05,-6.83,-11.88,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,3.58,2.14,2.25,4.73,5.83,1.39,1.63,0.48,0.29,0,0,0,0.25,0.09,0.08,0,0,0,0,0,0
