Year,Player_NCAA_ID,NCAA_Link,Rk,Player,School,Conf,G,Punts,Yds,Avg
2010,jimmy-howell-1,/cfb/players/jimmy-howell-1.html,49,Jimmy Howell,Virginia,ACC,12,49,2066,42.2
2010,trey-ragland-1,/cfb/players/trey-ragland-1.html,50,Trey Ragland,UAB,CUSA,12,55,2309,42.0
2010,riley-stephenson-1,/cfb/players/riley-stephenson-1.html,51,Riley Stephenson*,Brigham Young,MWC,13,52,2182,42.0
2010,teddy-dellaganna-1,/cfb/players/teddy-dellaganna-1.html,52,Teddy Dellaganna,Rutgers,Big East,9,54,2261,41.9
2010,pat-odonnell-1,/cfb/players/pat-odonnell-1.html,53,Pat O'Donnell,Cincinnati,Big East,12,52,2178,41.9
2010,patrick-odonnell-1,/cfb/players/patrick-odonnell-1.html,54,Patrick O'Donnell,Cincinnati,Big East,12,52,2178,41.9
2010,richard-kent-1,/cfb/players/richard-kent-1.html,55,Richard Kent,Vanderbilt,SEC,12,84,3511,41.8
2010,gregg-pugnetti-1,/cfb/players/gregg-pugnetti-1.html,56,Gregg Pugnetti*,West Virginia,Big East,13,67,2802,41.8
2010,will-atterberry-1,/cfb/players/will-atterberry-1.html,57,Will Atterberry,North Texas,Sun Belt,7,43,1799,41.8
2010,blake-clingan-1,/cfb/players/blake-clingan-1.html,58,Blake Clingan*,UCF,CUSA,12,39,1631,41.8
2010,travis-baltz-1,/cfb/players/travis-baltz-1.html,59,Travis Baltz*,Maryland,ACC,13,67,2796,41.7
2010,johnny-hekker-1,/cfb/players/johnny-hekker-1.html,60,Johnny Hekker,Oregon State,Pac-10,12,61,2545,41.7
2010,peter-caldwell-1,/cfb/players/peter-caldwell-1.html,61,Peter Caldwell,Utah State,WAC,10,57,2378,41.7
2010,anson-kelton-1,/cfb/players/anson-kelton-1.html,62,Anson Kelton*,Texas Christian,MWC,12,42,1748,41.6
2010,ryan-quigley-1,/cfb/players/ryan-quigley-1.html,63,Ryan Quigley*,Boston College,ACC,13,79,3282,41.5
2010,heath-hutchins-1,/cfb/players/heath-hutchins-1.html,64,Heath Hutchins*,Mississippi State,SEC,13,59,2450,41.5
2010,anthony-fera-1,/cfb/players/anthony-fera-1.html,65,Anthony Fera*,Penn State,Big Ten,11,46,1905,41.4
2010,richie-leone-1,/cfb/players/richie-leone-1.html,66,Richie Leone,Houston,CUSA,12,35,1450,41.4
2010,cole-wagner-1,/cfb/players/cole-wagner-1.html,67,Cole Wagner*,Connecticut,Big East,13,79,3260,41.3
2010,ryan-doerr-1,/cfb/players/ryan-doerr-1.html,68,Ryan Doerr*,Kansas State,Big 12,13,57,2355,41.3
2010,matt-szymanski-1,/cfb/players/matt-szymanski-1.html,69,Matt Szymanski*,SMU,CUSA,13,52,2149,41.3
2010,ben-armer-1,/cfb/players/ben-armer-1.html,70,Ben Armer,Western Michigan,MAC,12,57,2349,41.2
2010,justin-tucker-1,/cfb/players/justin-tucker-1.html,71,Justin Tucker,Texas,Big 12,12,35,1442,41.2
2010,alex-king-1,/cfb/players/alex-king-1.html,72,Alex King,Duke,ACC,11,55,2262,41.1
2010,jacob-harfman-1,/cfb/players/jacob-harfman-1.html,73,Jacob Harfman,USC,Pac-10,13,44,1810,41.1
2010,paul-hershey-1,/cfb/players/paul-hershey-1.html,74,Paul Hershey*,Ohio,MAC,13,49,2011,41.0
2010,ben-buchanan-1,/cfb/players/ben-buchanan-1.html,75,Ben Buchanan*,Ohio State,Big Ten,13,44,1805,41.0
2010,sean-sellwood-1,/cfb/players/sean-sellwood-1.html,76,Sean Sellwood*,Utah,MWC,13,33,1353,41.0
2010,ryan-allen-1,/cfb/players/ryan-allen-1.html,77,Ryan Allen,Louisiana Tech,WAC,12,60,2447,40.8
2010,neely-sullivent-1,/cfb/players/neely-sullivent-1.html,78,Neely Sullivent,Arkansas State,Sun Belt,11,43,1749,40.7
2010,ben-skaer-1,/cfb/players/ben-skaer-1.html,79,Ben Skaer,New Mexico,MWC,12,85,3442,40.5
2010,hendrix-brakefield-1,/cfb/players/hendrix-brakefield-1.html,80,Hendrix Brakefield,Western Kentucky,Sun Belt,12,71,2872,40.5
2010,bryan-wright-3,/cfb/players/bryan-wright-3.html,81,Bryan Wright,Bowling Green State,MAC,12,67,2713,40.5
2010,chris-philpott-1,/cfb/players/chris-philpott-1.html,82,Chris Philpott*,Louisville,Big East,13,37,1497,40.5
2010,keenyn-crier-1,/cfb/players/keenyn-crier-1.html,83,Keenyn Crier*,Arizona,Pac-10,13,48,1936,40.3
2010,kase-whitehead-1,/cfb/players/kase-whitehead-1.html,84,Kase Whitehead,Marshall,CUSA,12,78,3129,40.1
2010,spencer-ortego-1,/cfb/players/spencer-ortego-1.html,85,Spencer Ortego,Louisiana,Sun Belt,12,72,2885,40.1
2010,brett-hartmann-1,/cfb/players/brett-hartmann-1.html,86,Brett Hartmann,Central Michigan,MAC,12,54,2164,40.1
2010,jonathan-ginsburgh-1,/cfb/players/jonathan-ginsburgh-1.html,87,Jonathan Ginsburgh,Tulane,CUSA,12,70,2802,40.0
2010,scott-kovanda-1,/cfb/players/scott-kovanda-1.html,88,Scott Kovanda,Ball State,MAC,12,64,2557,40.0
2010,brandon-williams-7,/cfb/players/brandon-williams-7.html,89,Brandon Williams*,Northwestern,Big Ten,13,61,2439,40.0
2010,john-penza-1,/cfb/players/john-penza-1.html,90,John Penza*,Toledo,MAC,13,56,2227,39.8
2010,vince-penza-1,/cfb/players/vince-penza-1.html,91,Vince Penza*,Toledo,MAC,13,56,2227,39.8
2010,josh-wilber-1,/cfb/players/josh-wilber-1.html,92,Josh Wilber*,Northern Illinois,MAC,13,38,1512,39.8
2010,zach-grossnickle-1,/cfb/players/zach-grossnickle-1.html,93,Zach Grossnickle,Colorado,Big 12,12,60,2368,39.5
2010,ben-ryan-1,/cfb/players/ben-ryan-1.html,94,Ben Ryan*,East Carolina,CUSA,13,53,2090,39.4
2010,chris-hagerup-1,/cfb/players/chris-hagerup-1.html,95,Chris Hagerup,Indiana,Big Ten,11,39,1538,39.4
2010,josh-brisk-1,/cfb/players/josh-brisk-1.html,96,Josh Brisk*,Florida International,Sun Belt,13,67,2636,39.3
2010,jonathan-lacour-1,/cfb/players/jonathan-lacour-1.html,97,Jonathan Lacour*,Texas Tech,Big 12,13,57,2240,39.3
2010,peter-boehme-1,/cfb/players/peter-boehme-1.html,98,Peter Boehme*,Southern Mississippi,CUSA,13,50,1960,39.2
2010,cody-mandell-1,/cfb/players/cody-mandell-1.html,99,Cody Mandell*,Alabama,SEC,13,41,1607,39.2
2010,zac-murphy-1,/cfb/players/zac-murphy-1.html,100,Zac Murphy*,Miami (OH),MAC,14,59,2305,39.1
2010,jeff-wathne-1,/cfb/players/jeff-wathne-1.html,101,Jeff Wathne,Temple,MAC,12,50,1949,39.0
2010,jonathan-bulls-1,/cfb/players/jonathan-bulls-1.html,102,Jonathan Bulls*,Army,Ind,13,56,2177,38.9
2010,jay-karutz-1,/cfb/players/jay-karutz-1.html,103,Jay Karutz,Eastern Michigan,MAC,12,68,2632,38.7
2010,aaron-munoz-1,/cfb/players/aaron-munoz-1.html,104,Aaron Munoz,Louisiana-Monroe,Sun Belt,12,68,2627,38.6
2010,jacob-schum-1,/cfb/players/jacob-schum-1.html,105,Jacob Schum,Buffalo,MAC,12,58,2231,38.5
2010,kyle-delahooke-1,/cfb/players/kyle-delahooke-1.html,106,Kyle Delahooke*,Navy,Ind,13,41,1576,38.4
2010,ben-turk-1,/cfb/players/ben-turk-1.html,107,Ben Turk*,Notre Dame,Ind,13,68,2603,38.3
2010,zack-campbell-1,/cfb/players/zack-campbell-1.html,108,Zack Campbell,Akron,MAC,12,81,3061,37.8
2010,brendon-lamers-1,/cfb/players/brendon-lamers-1.html,109,Brendon Lamers,UNLV,MWC,13,76,2872,37.8
2010,justin-brockhaus-kann-1,/cfb/players/justin-brockhaus-kann-1.html,110,Justin Brockhaus-Kann*,South Florida,Big East,13,64,2406,37.6
2010,ryan-epperson-1,/cfb/players/ryan-epperson-1.html,111,Ryan Epperson*,Texas A&M,Big 12,9,41,1541,37.6
2010,cj-feagles-1,/cfb/players/cj-feagles-1.html,112,C.J. Feagles*,North Carolina,ACC,12,46,1725,37.5
2010,andrew-shapiro-1,/cfb/players/andrew-shapiro-1.html,113,Andrew Shapiro*,Fresno State,WAC,13,59,2208,37.4
2010,shane-popham-1,/cfb/players/shane-popham-1.html,114,Shane Popham,Wake Forest,ACC,12,71,2633,37.1
2010,jake-capraro-1,/cfb/players/jake-capraro-1.html,115,Jake Capraro,New Mexico State,WAC,9,63,2323,36.9
2010,dan-orseske-1,/cfb/players/dan-orseske-1.html,116,Dan Orseske,Minnesota,Big Ten,12,49,1771,36.1
2011,shawn-powell-1,/cfb/players/shawn-powell-1.html,1,Shawn Powell*,Florida State,ACC,13,57,2681,47.0
2011,bobby-cowan-1,/cfb/players/bobby-cowan-1.html,2,Bobby Cowan,Idaho,WAC,12,88,4084,46.4
2011,quinn-sharp-1,/cfb/players/quinn-sharp-1.html,3,Quinn Sharp*,Oklahoma State,Big 12,13,47,2175,46.3
2011,ryan-allen-1,/cfb/players/ryan-allen-1.html,4,Ryan Allen*,Louisiana Tech,WAC,13,83,3828,46.1
2011,ian-campbell-2,/cfb/players/ian-campbell-2.html,5,Ian Campbell,UTEP,CUSA,12,48,2214,46.1
2011,kyle-dugandzic-1,/cfb/players/kyle-dugandzic-1.html,6,Kyle Dugandzic,Arizona,Pac-12,12,40,1840,46.0
2011,jackson-rice-1,/cfb/players/jackson-rice-1.html,7,Jackson Rice*,Oregon,Pac-12,14,48,2201,45.9
2011,brandon-mcmanus-1,/cfb/players/brandon-mcmanus-1.html,8,Brandon McManus*,Temple,MAC,13,46,2105,45.8
2011,kiel-rasp-1,/cfb/players/kiel-rasp-1.html,9,Kiel Rasp*,Washington,Pac-12,11,38,1733,45.6
2011,brian-schmiedebusch-1,/cfb/players/brian-schmiedebusch-1.html,10,Brian Schmiedebusch,Bowling Green State,MAC,12,57,2583,45.3
2011,dylan-breeding-1,/cfb/players/dylan-breeding-1.html,11,Dylan Breeding*,Arkansas,SEC,13,53,2400,45.3
2011,sean-sellwood-1,/cfb/players/sean-sellwood-1.html,12,Sean Sellwood*,Utah,Pac-12,13,50,2251,45.0
2011,trey-barrow-1,/cfb/players/trey-barrow-1.html,13,Trey Barrow*,Missouri,Big 12,13,62,2779,44.8
2011,brett-maher-1,/cfb/players/brett-maher-1.html,14,Brett Maher*,Nebraska,Big Ten,13,59,2626,44.5
2011,brad-wing-1,/cfb/players/brad-wing-1.html,15,Brad Wing*,LSU,SEC,12,59,2618,44.4
2011,jeff-locke-1,/cfb/players/jeff-locke-1.html,16,Jeff Locke*,UCLA,Pac-12,14,64,2838,44.3
2011,drew-butler-1,/cfb/players/drew-butler-1.html,17,Drew Butler*,Georgia,SEC,14,58,2566,44.2
2011,bryan-anger-1,/cfb/players/bryan-anger-1.html,18,Bryan Anger*,California,Pac-12,13,53,2345,44.2
2011,johnny-hekker-1,/cfb/players/johnny-hekker-1.html,19,Johnny Hekker,Oregon State,Pac-12,12,50,2202,44.0
2011,pat-odonnell-1,/cfb/players/pat-odonnell-1.html,20,Pat O'Donnell*,Cincinnati,Big East,13,63,2760,43.8
2011,brian-stahovich-1,/cfb/players/brian-stahovich-1.html,21,Brian Stahovich*,San Diego State,MWC,13,61,2669,43.8
2011,tyler-bennett-1,/cfb/players/tyler-bennett-1.html,22,Tyler Bennett*,Utah State,WAC,13,58,2542,43.8
2011,ryan-tydlacka-1,/cfb/players/ryan-tydlacka-1.html,23,Ryan Tydlacka,Kentucky,SEC,12,79,3448,43.6
2011,kyle-martens-1,/cfb/players/kyle-martens-1.html,24,Kyle Martens,Rice,CUSA,12,78,3403,43.6
2011,tyler-campbell-1,/cfb/players/tyler-campbell-1.html,25,Tyler Campbell,Ole Miss,SEC,12,72,3137,43.6
2011,pete-kontodiakos-1,/cfb/players/pete-kontodiakos-1.html,26,Pete Kontodiakos,Colorado State,MWC,12,57,2487,43.6
2011,will-atterberry-1,/cfb/players/will-atterberry-1.html,27,Will Atterberry,North Texas,Sun Belt,12,74,3218,43.5
2011,scott-kovanda-1,/cfb/players/scott-kovanda-1.html,28,Scott Kovanda,Ball State,MAC,12,61,2654,43.5
2011,peter-boehme-1,/cfb/players/peter-boehme-1.html,29,Peter Boehme*,Southern Mississippi,CUSA,14,46,1977,43.0
2011,cody-webster-1,/cfb/players/cody-webster-1.html,30,Cody Webster*,Purdue,Big Ten,13,45,1931,42.9
2011,matt-rinehart-1,/cfb/players/matt-rinehart-1.html,31,Matt Rinehart,Kent State,MAC,12,83,3555,42.8
2011,ron-doherty-1,/cfb/players/ron-doherty-1.html,32,Ron Doherty,Kansas,Big 12,12,64,2738,42.8
2011,harrison-waid-1,/cfb/players/harrison-waid-1.html,33,Harrison Waid,San Jose State,WAC,12,52,2225,42.8
2011,kirby-van-der-kamp-1,/cfb/players/kirby-van-der-kamp-1.html,34,Kirby Van Der Kamp*,Iowa State,Big 12,13,68,2901,42.7
2011,dalton-botts-1,/cfb/players/dalton-botts-1.html,35,Dalton Botts,Miami (FL),ACC,12,48,2051,42.7
2011,darragh-oneill-1,/cfb/players/darragh-oneill-1.html,36,Darragh O'Neill,Colorado,Pac-12,13,74,3152,42.6
2011,richard-kent-1,/cfb/players/richard-kent-1.html,37,Richard Kent*,Vanderbilt,SEC,13,64,2719,42.5
2011,josh-brisk-1,/cfb/players/josh-brisk-1.html,38,Josh Brisk*,Florida International,Sun Belt,12,61,2579,42.3
2011,riley-stephenson-1,/cfb/players/riley-stephenson-1.html,39,Riley Stephenson*,Brigham Young,Ind,12,47,1985,42.2
2011,brad-nortman-1,/cfb/players/brad-nortman-1.html,40,Brad Nortman*,Wisconsin,Big Ten,14,46,1943,42.2
2011,alex-king-1,/cfb/players/alex-king-1.html,41,Alex King,Duke,ACC,12,50,2104,42.1
2011,tom-hornsey-1,/cfb/players/tom-hornsey-1.html,42,Tom Hornsey,Memphis,CUSA,12,95,3993,42.0
2011,mickey-groody-1,/cfb/players/mickey-groody-1.html,43,Mickey Groody,Florida Atlantic,Sun Belt,12,75,3148,42.0
2011,anthony-fera-1,/cfb/players/anthony-fera-1.html,44,Anthony Fera*,Penn State,Big Ten,12,64,2685,42.0
2011,tress-way-1,/cfb/players/tress-way-1.html,45,Tress Way*,Oklahoma,Big 12,13,63,2649,42.0
2011,brad-elkin-1,/cfb/players/brad-elkin-1.html,46,Brad Elkin*,Boise State,MWC,13,43,1804,42.0
2011,baker-swedenburg-1,/cfb/players/baker-swedenburg-1.html,47,Baker Swedenburg*,Mississippi State,SEC,13,71,2970,41.8
2011,dawson-zimmerman-1,/cfb/players/dawson-zimmerman-1.html,48,Dawson Zimmerman*,Clemson,ACC,14,65,2717,41.8
2011,jonathan-ginsburgh-1,/cfb/players/jonathan-ginsburgh-1.html,49,Jonathan Ginsburgh,Tulane,CUSA,12,59,2458,41.7
2011,ryan-erxleben-1,/cfb/players/ryan-erxleben-1.html,50,Ryan Erxleben,Texas Tech,Big 12,12,57,2376,41.7
2011,david-green-1,/cfb/players/david-green-1.html,51,David Green*,Stanford,Pac-12,13,34,1417,41.7
2011,hendrix-brakefield-1,/cfb/players/hendrix-brakefield-1.html,52,Hendrix Brakefield,Western Kentucky,Sun Belt,12,64,2662,41.6
2011,jake-hurst-1,/cfb/players/jake-hurst-1.html,53,Jake Hurst*,Nevada,WAC,12,57,2364,41.5
2011,ben-buchanan-1,/cfb/players/ben-buchanan-1.html,54,Ben Buchanan*,Ohio State,Big Ten,13,70,2889,41.3
2011,josh-hubner-1,/cfb/players/josh-hubner-1.html,55,Josh Hubner*,Arizona State,Pac-12,13,62,2562,41.3
2011,ryan-epperson-1,/cfb/players/ryan-epperson-1.html,56,Ryan Epperson*,Texas A&M,Big 12,11,52,2145,41.3
2011,chase-lansford-1,/cfb/players/chase-lansford-1.html,57,Chase Lansford,UNLV,MWC,12,75,3093,41.2
2011,matt-yoklic-1,/cfb/players/matt-yoklic-1.html,58,Matt Yoklic*,Pitt,Big East,13,62,2554,41.2
2011,eric-guthrie-1,/cfb/players/eric-guthrie-1.html,59,Eric Guthrie*,Iowa,Big Ten,13,53,2182,41.2
2011,david-bohner-1,/cfb/players/david-bohner-1.html,60,David Bohner,UCF,CUSA,12,42,1732,41.2
2011,cole-wagner-1,/cfb/players/cole-wagner-1.html,61,Cole Wagner,Connecticut,Big East,12,80,3288,41.1
2011,mike-sadler-1,/cfb/players/mike-sadler-1.html,62,Mike Sadler*,Michigan State,Big Ten,14,61,2509,41.1
2011,richie-leone-1,/cfb/players/richie-leone-1.html,63,Richie Leone*,Houston,CUSA,14,51,2097,41.1
2011,ben-armer-1,/cfb/players/ben-armer-1.html,64,Ben Armer*,Western Michigan,MAC,13,42,1724,41.0
2011,steven-clark-1,/cfb/players/steven-clark-1.html,65,Steven Clark*,Auburn,SEC,13,72,2941,40.8
2011,will-goggans-1,/cfb/players/will-goggans-1.html,66,Will Goggans,Troy,Sun Belt,12,68,2773,40.8
2011,ryan-doerr-1,/cfb/players/ryan-doerr-1.html,67,Ryan Doerr*,Kansas State,Big 12,13,67,2733,40.8
2011,dan-wagner-1,/cfb/players/dan-wagner-1.html,68,Dan Wagner,Washington State,Pac-12,12,55,2243,40.8
2011,brandon-williams-7,/cfb/players/brandon-williams-7.html,69,Brandon Williams*,Northwestern,Big Ten,13,52,2119,40.8
2011,paul-hershey-1,/cfb/players/paul-hershey-1.html,70,Paul Hershey*,Ohio,MAC,14,54,2198,40.7
2011,trey-ragland-1,/cfb/players/trey-ragland-1.html,71,Trey Ragland,UAB,CUSA,12,55,2235,40.6
2011,brett-baer-1,/cfb/players/brett-baer-1.html,72,Brett Baer*,Louisiana,Sun Belt,13,79,3185,40.3
2011,justin-doerner-1,/cfb/players/justin-doerner-1.html,73,Justin Doerner*,Rutgers,Big East,13,64,2577,40.3
2011,ben-turk-1,/cfb/players/ben-turk-1.html,74,Ben Turk*,Notre Dame,Ind,13,53,2136,40.3
2011,austin-mccoy-1,/cfb/players/austin-mccoy-1.html,75,Austin McCoy*,Wyoming,MWC,13,75,3015,40.2
2011,anson-kelton-1,/cfb/players/anson-kelton-1.html,76,Anson Kelton*,Texas Christian,MWC,13,47,1890,40.2
2011,kase-whitehead-1,/cfb/players/kase-whitehead-1.html,77,Kase Whitehead*,Marshall,CUSA,13,76,3044,40.1
2011,nathaniel-toulson-1,/cfb/players/nathaniel-toulson-1.html,78,Nathaniel Toulson,Middle Tennessee State,Sun Belt,12,50,2005,40.1
2011,kyle-negrete-1,/cfb/players/kyle-negrete-1.html,79,Kyle Negrete,USC,Pac-12,11,39,1562,40.1
2011,ben-ryan-1,/cfb/players/ben-ryan-1.html,80,Ben Ryan,East Carolina,CUSA,12,42,1682,40.0
2011,chris-boldt-1,/cfb/players/chris-boldt-1.html,81,Chris Boldt,Army,Ind,9,31,1234,39.8
2011,ben-skaer-1,/cfb/players/ben-skaer-1.html,82,Ben Skaer,New Mexico,MWC,12,73,2896,39.7
2011,alex-wulfeck-1,/cfb/players/alex-wulfeck-1.html,83,Alex Wulfeck*,Wake Forest,ACC,13,70,2780,39.7
2011,andrew-shapiro-1,/cfb/players/andrew-shapiro-1.html,84,Andrew Shapiro,Fresno State,WAC,13,66,2621,39.7
2011,alex-dunnachie-1,/cfb/players/alex-dunnachie-1.html,85,Alex Dunnachie,Hawaii,WAC,13,56,2221,39.7
2011,sean-poole-1,/cfb/players/sean-poole-1.html,86,Sean Poole*,Georgia Tech,ACC,13,36,1429,39.7
2011,nick-ferrara-1,/cfb/players/nick-ferrara-1.html,87,Nick Ferrara,Maryland,ACC,12,57,2249,39.5
2011,richie-hogan-1,/cfb/players/richie-hogan-1.html,88,Richie Hogan,Central Michigan,MAC,12,64,2522,39.4
2011,jimmy-howell-1,/cfb/players/jimmy-howell-1.html,89,Jimmy Howell*,Virginia,ACC,13,62,2442,39.4
2011,jake-capraro-1,/cfb/players/jake-capraro-1.html,90,Jake Capraro,New Mexico State,WAC,13,74,2909,39.3
2011,jonathan-fisher-1,/cfb/players/jonathan-fisher-1.html,91,Jonathan Fisher,Syracuse,Big East,9,43,1690,39.3
2011,cody-mandell-1,/cfb/players/cody-mandell-1.html,92,Cody Mandell*,Alabama,SEC,12,39,1534,39.3
2011,justin-tucker-1,/cfb/players/justin-tucker-1.html,93,Justin Tucker*,Texas,Big 12,13,63,2471,39.2
2011,thomas-hibbard-1,/cfb/players/thomas-hibbard-1.html,94,Thomas Hibbard*,North Carolina,ACC,12,51,1999,39.2
2011,zac-murphy-1,/cfb/players/zac-murphy-1.html,95,Zac Murphy,Miami (OH),MAC,12,56,2189,39.1
2011,jacob-schum-1,/cfb/players/jacob-schum-1.html,96,Jacob Schum,Buffalo,MAC,12,61,2379,39.0
2011,joey-scribner-howard-1,/cfb/players/joey-scribner-howard-1.html,97,Joey Scribner-Howard*,South Carolina,SEC,12,52,2025,38.9
2011,jay-karutz-1,/cfb/players/jay-karutz-1.html,98,Jay Karutz,Eastern Michigan,MAC,12,64,2482,38.8
2011,ryan-quigley-1,/cfb/players/ryan-quigley-1.html,99,Ryan Quigley,Boston College,ACC,12,69,2657,38.5
2011,adam-pines-1,/cfb/players/adam-pines-1.html,100,Adam Pines,Indiana,Big Ten,12,71,2723,38.4
2011,josh-bleser-1,/cfb/players/josh-bleser-1.html,101,Josh Bleser*,Louisville,Big East,13,45,1726,38.4
2011,justin-duvernois-1,/cfb/players/justin-duvernois-1.html,102,Justin Duvernois*,Illinois,Big Ten,12,53,2029,38.3
2011,zack-campbell-1,/cfb/players/zack-campbell-1.html,103,Zack Campbell,Akron,MAC,12,77,2936,38.1
2011,matt-darr-1,/cfb/players/matt-darr-1.html,104,Matt Darr,Tennessee,SEC,11,40,1525,38.1
2011,cole-way-1,/cfb/players/cole-way-1.html,105,Cole Way*,Tulsa,CUSA,7,34,1293,38.0
2011,vince-penza-1,/cfb/players/vince-penza-1.html,106,Vince Penza*,Toledo,MAC,11,49,1850,37.8
2011,matt-stone-1,/cfb/players/matt-stone-1.html,107,Matt Stone*,SMU,CUSA,13,56,2111,37.7
2011,wil-baumann-1,/cfb/players/wil-baumann-1.html,108,Wil Baumann*,North Carolina State,ACC,13,65,2438,37.5
2011,pablo-beltran-1,/cfb/players/pablo-beltran-1.html,109,Pablo Beltran,Navy,Ind,12,35,1311,37.5
2011,dan-orseske-1,/cfb/players/dan-orseske-1.html,110,Dan Orseske,Minnesota,Big Ten,12,57,2111,37.0
2011,aaron-munoz-1,/cfb/players/aaron-munoz-1.html,111,Aaron Munoz,Louisiana-Monroe,Sun Belt,12,56,2057,36.7
2011,justin-brockhaus-kann-1,/cfb/players/justin-brockhaus-kann-1.html,112,Justin Brockhaus-Kann,South Florida,Big East,12,62,2253,36.3
2011,ryan-neir-1,/cfb/players/ryan-neir-1.html,113,Ryan Neir*,Northern Illinois,MAC,14,62,2213,35.7
2012,ryan-allen-1,/cfb/players/ryan-allen-1.html,1,Ryan Allen,Louisiana Tech,WAC,12,45,2162,48.0
2012,josh-hubner-1,/cfb/players/josh-hubner-1.html,2,Josh Hubner*,Arizona State,Pac-12,13,52,2451,47.1
2012,pete-kontodiakos-1,/cfb/players/pete-kontodiakos-1.html,3,Pete Kontodiakos,Colorado State,MWC,12,59,2742,46.5
2012,sean-sellwood-1,/cfb/players/sean-sellwood-1.html,4,Sean Sellwood,Utah,Pac-12,12,38,1768,46.5
2012,quinn-sharp-1,/cfb/players/quinn-sharp-1.html,5,Quinn Sharp*,Oklahoma State,Big 12,13,44,2036,46.3
2012,alex-dunnachie-1,/cfb/players/alex-dunnachie-1.html,6,Alex Dunnachie,Hawaii,MWC,9,49,2262,46.2
2012,kyle-christy-1,/cfb/players/kyle-christy-1.html,7,Kyle Christy*,Florida,SEC,13,66,3023,45.8
2012,dylan-breeding-1,/cfb/players/dylan-breeding-1.html,8,Dylan Breeding,Arkansas,SEC,12,53,2416,45.6
2012,richie-leone-1,/cfb/players/richie-leone-1.html,9,Richie Leone,Houston,CUSA,12,60,2730,45.5
2012,riley-stephenson-1,/cfb/players/riley-stephenson-1.html,10,Riley Stephenson*,Brigham Young,Ind,13,59,2681,45.4
2012,alex-king-3,/cfb/players/alex-king-3.html,11,Alex King*,Texas,Big 12,13,43,1948,45.3
2012,tyler-williams-2,/cfb/players/tyler-williams-2.html,12,Tyler Williams,Marshall,CUSA,12,43,1943,45.2
2012,brandon-mcmanus-1,/cfb/players/brandon-mcmanus-1.html,13,Brandon McManus,Temple,Big East,11,54,2433,45.1
2012,richard-kent-1,/cfb/players/richard-kent-1.html,14,Richard Kent*,Vanderbilt,SEC,13,59,2652,44.9
2012,brad-wing-1,/cfb/players/brad-wing-1.html,15,Brad Wing*,LSU,SEC,12,59,2643,44.8
2012,hunter-mullins-1,/cfb/players/hunter-mullins-1.html,16,Hunter Mullins,UAB,CUSA,12,50,2239,44.8
2012,will-monday-1,/cfb/players/will-monday-1.html,17,Will Monday*,Duke,ACC,13,67,2991,44.6
2012,ethan-perry-1,/cfb/players/ethan-perry-1.html,18,Ethan Perry*,Texas Christian,Big 12,12,63,2804,44.5
2012,cayle-chapman-brown-1,/cfb/players/cayle-chapman-brown-1.html,19,Cayle Chapman-Brown,New Mexico State,WAC,12,70,3099,44.3
2012,cody-mandell-1,/cfb/players/cody-mandell-1.html,20,Cody Mandell*,Alabama,SEC,14,50,2214,44.3
2012,tress-way-1,/cfb/players/tress-way-1.html,21,Tress Way*,Oklahoma,Big 12,13,53,2340,44.2
2012,ben-skaer-1,/cfb/players/ben-skaer-1.html,22,Ben Skaer,New Mexico,MWC,13,54,2368,43.9
2012,spencer-roth-1,/cfb/players/spencer-roth-1.html,23,Spencer Roth*,Baylor,Big 12,13,36,1577,43.8
2012,colter-johnson-1,/cfb/players/colter-johnson-1.html,24,Colter Johnson,Massachusetts,MAC,12,66,2880,43.6
2012,pablo-beltran-1,/cfb/players/pablo-beltran-1.html,25,Pablo Beltran*,Navy,Ind,13,44,1919,43.6
2012,darragh-oneill-1,/cfb/players/darragh-oneill-1.html,26,Darragh O'Neill,Colorado,Pac-12,12,76,3307,43.5
2012,tom-hornsey-1,/cfb/players/tom-hornsey-1.html,27,Tom Hornsey,Memphis,CUSA,12,60,2606,43.4
2012,mike-sadler-1,/cfb/players/mike-sadler-1.html,28,Mike Sadler*,Michigan State,Big Ten,13,79,3422,43.3
2012,jeff-locke-1,/cfb/players/jeff-locke-1.html,29,Jeff Locke*,UCLA,Pac-12,14,77,3337,43.3
2012,chase-tenpenny-1,/cfb/players/chase-tenpenny-1.html,30,Chase Tenpenny*,Nevada,MWC,13,46,1992,43.3
2012,kyle-dugandzic-1,/cfb/players/kyle-dugandzic-1.html,31,Kyle Dugandzic*,Arizona,Pac-12,13,52,2244,43.2
2012,bobby-cowan-1,/cfb/players/bobby-cowan-1.html,32,Bobby Cowan,Idaho,WAC,12,70,3018,43.1
2012,daniel-zychlinski-1,/cfb/players/daniel-zychlinski-1.html,33,Daniel Zychlinski*,Stanford,Pac-12,13,66,2846,43.1
2012,michael-palardy-1,/cfb/players/michael-palardy-1.html,34,Michael Palardy,Tennessee,SEC,12,36,1551,43.1
2012,trey-barrow-1,/cfb/players/trey-barrow-1.html,35,Trey Barrow,Missouri,SEC,12,68,2925,43.0
2012,tim-gleeson-1,/cfb/players/tim-gleeson-1.html,36,Tim Gleeson,Wyoming,MWC,12,62,2663,43.0
2012,thomas-hibbard-1,/cfb/players/thomas-hibbard-1.html,37,Thomas Hibbard,North Carolina,ACC,12,50,2152,43.0
