Year,Rk,School,Conf,AP Rank,W,L,OSRS,DSRS,SRS,PPG,Opp_PPG,Pass_YPA,Opp_Pass_YPA,Rush_YPA,Opp_Rush_YPA,Total_YPP,Opp_Total_YPP
2015,109,Army,Ind,,2,10,-6.56,-5.26,-11.82,33.54,17.44,11.48,6.68,5.55,3.74,6.31,5.28
2015,110,Miami (OH),MAC (East),,3,9,-10.51,-1.51,-12.02,30.35,19.5,8.31,6.03,4.36,3.46,6.11,4.58
2015,111,Fresno State,MWC (West),,3,9,-5.4,-6.72,-12.12,37.28,23.19,7.14,5.77,5.09,3.78,5.88,4.74
2015,112,SMU,American (West),,2,10,-0.23,-11.99,-12.22,41.96,28.74,8.61,7.36,5.02,4.79,6.35,5.91
2015,113,Louisiana,Sun Belt,,4,8,-3.96,-8.5,-12.46,35.34,21.41,7.39,6.86,5.42,3.86,6.39,5.03
2015,114,Idaho,Sun Belt,,4,8,1.71,-14.95,-13.24,41.05,29.71,8.21,7.01,4.63,5.33,6.51,5.99
2015,115,Tulane,American (West),,3,9,-9.1,-4.49,-13.59,33.2,22.03,7.15,6.41,4.41,3.32,5.58,4.92
2015,116,Texas State,Sun Belt,,3,9,-5.35,-8.9,-14.24,36.19,26.26,7.38,8.0,5.56,4.85,6.43,5.96
2015,117,UTSA,CUSA (West),,3,9,-8.49,-5.78,-14.27,31.49,21.28,7.3,6.95,4.57,3.49,5.66,5.05
2015,118,Hawaii,MWC (West),,3,10,-8.42,-6.21,-14.63,33.22,22.8,7.68,5.93,4.99,3.5,6.16,4.59
2015,119,Kansas,Big 12,,0,12,-12.01,-3.21,-15.22,30.61,25.37,7.4,6.51,4.1,4.52,5.66,5.4
2015,120,Old Dominion,CUSA (East),,5,7,-5.07,-10.33,-15.4,34.13,25.54,7.14,6.1,5.08,4.07,6.12,4.93
2015,121,UTEP,CUSA (West),,5,7,-11.36,-4.09,-15.45,27.15,21.71,6.65,7.87,4.4,4.26,5.42,5.93
2015,122,New Mexico State,Sun Belt,,3,9,-0.74,-15.05,-15.79,40.01,33.27,7.59,7.35,5.82,4.79,6.77,5.8
2015,123,Louisiana-Monroe,Sun Belt,,2,11,-11.44,-5.28,-16.72,30.94,22.91,6.63,7.09,3.88,3.08,5.36,4.46
2015,124,Wyoming,MWC (Mountain),,2,10,-9.71,-7.32,-17.03,32.58,19.87,8.82,6.74,5.33,4.05,6.59,5.21
2015,125,Eastern Michigan,MAC (West),,1,11,-2.78,-15.38,-18.16,39.13,31.19,7.92,6.39,5.59,5.59,6.62,5.98
2015,126,UCF,American (East),,0,12,-13.5,-5.35,-18.85,28.42,23.3,6.86,7.12,3.59,4.08,5.13,5.44
2015,127,Charlotte,CUSA (East),,2,10,-12.01,-7.52,-19.53,28.05,26.73,6.61,5.78,4.18,4.29,5.16,4.87
2015,128,North Texas,CUSA (West),,1,11,-13.98,-7.02,-20.99,26.48,27.41,5.64,7.03,5.12,4.75,5.28,5.67
2016,1,Alabama,SEC (West),2.0,14,1,8.01,17.62,25.62,58.39,-6.83,9.76,3.62,7.42,0.07,8.2,2.06
2016,2,Clemson,ACC (Atlantic),1.0,14,1,9.4,10.68,20.08,59.54,-0.13,10.18,3.54,6.35,2.1,8.07,3.09
2016,3,Washington,Pac-12 (North),4.0,12,2,7.59,12.39,19.98,56.98,0.69,10.71,4.1,6.5,2.2,8.15,3.19
2016,4,Ohio State,Big Ten (East),6.0,11,2,3.69,15.13,18.82,58.54,-4.03,8.92,3.37,7.15,2.02,7.7,2.85
2016,5,Michigan,Big Ten (East),10.0,10,3,4.71,12.85,17.56,59.79,-2.59,9.7,3.87,6.52,1.76,7.67,2.81
2016,6,USC,Pac-12 (South),3.0,10,3,7.71,9.56,17.27,52.37,4.42,10.11,4.59,6.88,2.47,8.22,3.66
2016,7,LSU,SEC (West),13.0,8,4,2.68,13.25,15.93,47.48,-3.92,9.69,4.37,7.84,1.43,8.42,2.95
2016,8,Penn State,Big Ten (East),7.0,11,3,11.63,4.09,15.72,57.14,7.96,11.59,4.67,6.35,2.38,8.4,3.66
2016,9,Wisconsin,Big Ten (West),9.0,11,3,2.13,13.17,15.3,48.3,-1.66,10.03,4.7,6.0,1.85,7.21,3.46
2016,10,Florida State,ACC (Atlantic),8.0,10,3,9.49,5.52,15.01,54.26,6.02,10.36,5.07,6.9,2.19,8.28,3.64
2016,11,Oklahoma,Big 12,5.0,11,2,14.64,0.34,14.98,61.69,10.26,12.86,5.18,6.73,3.3,9.16,4.33
2016,12,Miami (FL),ACC (Coastal),20.0,9,4,3.39,9.96,13.36,50.75,2.68,10.02,4.12,6.05,1.93,7.86,3.2
2016,13,Stanford,Pac-12 (North),12.0,10,3,0.01,12.54,12.54,42.7,1.09,8.71,4.72,6.53,2.61,7.26,3.69
2016,14,Colorado,Pac-12 (South),17.0,10,4,2.32,9.86,12.18,48.18,3.08,9.51,3.66,5.44,2.62,7.04,3.23
2016,15,Western Michigan,MAC (West),15.0,13,1,7.61,4.42,12.03,53.94,10.27,10.76,5.96,6.22,3.68,7.77,4.86
2016,16,Auburn,SEC (West),24.0,8,5,-1.04,13.02,11.97,49.58,-1.17,9.69,4.33,7.03,2.03,7.73,3.35
2016,17,Louisville,ACC (Atlantic),21.0,9,4,8.81,3.06,11.87,60.74,9.1,10.44,5.06,7.89,1.89,8.82,3.46
2016,18,Oklahoma State,Big 12,11.0,10,3,8.39,2.77,11.16,53.5,8.84,10.96,5.5,5.7,3.46,8.15,4.35
2016,19,Virginia Tech,ACC (Coastal),16.0,10,4,4.26,6.74,11.0,50.43,5.47,9.85,4.22,5.39,2.4,7.06,3.38
2016,20,Florida,SEC (East),14.0,9,4,-2.62,13.6,10.98,43.18,0.07,8.93,3.92,5.28,2.13,6.86,2.99
2016,21,Tennessee,SEC (East),22.0,9,4,11.58,-0.99,10.59,56.37,14.41,10.46,5.37,6.91,3.55,8.24,4.49
2016,22,West Virginia,Big 12,18.0,10,3,4.01,5.56,9.57,46.83,5.94,10.0,4.91,6.37,3.05,7.84,3.94
2016,23,Washington State,Pac-12 (North),,8,5,5.7,3.33,9.03,52.9,9.91,9.11,6.09,5.6,2.89,7.54,4.67
2016,24,Temple,American (East),,10,4,2.0,6.96,8.97,45.82,5.62,9.93,4.68,5.61,2.41,7.23,3.54
2016,25,Appalachian State,Sun Belt,,10,3,-0.86,9.68,8.83,39.47,5.48,8.31,4.42,6.91,3.04,7.29,3.91
2016,26,Texas A&M,SEC (West),,8,5,5.4,3.37,8.77,52.91,8.21,8.98,5.27,7.31,2.79,7.95,4.02
2016,27,Western Kentucky,CUSA (East),,11,3,6.84,1.84,8.68,56.57,11.27,11.18,5.63,6.6,1.73,8.76,3.89
2016,28,Minnesota,Big Ten (West),,9,4,4.0,4.65,8.65,45.24,7.55,8.61,4.69,5.47,2.09,6.53,3.58
2016,29,Utah,Pac-12 (South),23.0,9,4,3.31,5.35,8.65,44.06,7.4,8.96,5.3,6.07,2.67,7.15,4.17
2016,30,North Carolina,ACC (Coastal),,8,5,6.18,2.07,8.25,49.06,10.6,10.06,5.33,6.32,3.12,8.12,4.02
2016,31,Pitt,ACC (Coastal),,8,5,15.3,-7.17,8.12,58.54,18.39,10.67,5.64,6.88,2.42,8.16,4.46
2016,32,Kansas State,Big 12,,9,4,1.7,6.39,8.09,46.96,5.05,8.25,5.42,6.32,2.49,7.07,4.15
2016,33,Boise State,MWC (Mountain),,10,3,2.87,5.14,8.01,45.67,8.81,10.85,4.59,5.8,2.77,7.91,3.92
2016,34,South Florida,American (East),19.0,11,2,14.0,-6.16,7.83,57.75,19.18,9.86,5.48,7.71,3.57,8.43,4.65
2016,35,Nebraska,Big Ten (West),,9,4,-0.9,8.45,7.55,43.37,7.38,8.86,4.96,5.62,3.09,6.87,4.22
2016,36,North Carolina State,ACC (Atlantic),,7,6,0.69,6.81,7.49,44.21,5.76,9.66,4.82,5.68,1.96,7.36,3.58
2016,37,Georgia Tech,ACC (Coastal),,9,4,3.28,3.85,7.13,45.62,8.85,12.48,5.14,7.13,3.46,8.1,4.45
2016,38,Tulsa,American (West),,10,3,11.07,-4.16,6.91,56.2,17.41,9.47,5.17,6.25,3.56,7.44,4.5
2016,39,Iowa,Big Ten (West),,8,5,-0.51,7.31,6.81,42.87,4.7,8.49,4.94,5.98,2.96,6.84,4.0
2016,40,BYU,Ind,,9,4,0.11,6.39,6.5,43.13,6.3,7.91,5.78,6.08,2.17,6.71,4.09
2016,41,San Diego State,MWC (West),25.0,11,3,-0.89,6.86,5.97,43.95,8.33,9.12,5.28,6.53,2.02,7.23,3.75
2016,42,Northwestern,Big Ten (West),,7,6,0.48,4.98,5.46,43.71,6.0,8.38,5.25,5.55,2.48,6.75,4.12
2016,43,Houston,American (West),,9,4,2.5,2.94,5.44,49.05,8.79,9.04,4.89,4.64,1.76,6.59,3.55
2016,44,Toledo,MAC (West),,9,4,7.2,-2.26,4.94,50.26,16.29,11.25,5.84,6.17,3.94,8.29,4.92
2016,45,Ole Miss,SEC (West),,5,7,9.15,-4.41,4.74,52.84,16.33,9.93,5.49,5.98,3.53,7.84,4.49
2016,46,Arkansas,SEC (West),,7,6,4.06,0.29,4.35,48.43,13.1,10.56,5.9,5.9,4.33,7.81,5.12
2016,47,Notre Dame,Ind,,4,8,5.46,-1.19,4.27,50.13,11.84,9.66,5.25,6.08,2.63,7.6,3.84
2016,48,Troy,Sun Belt,,10,3,1.63,2.48,4.1,44.99,12.8,8.21,5.42,5.64,2.78,6.76,4.23
2016,49,Air Force,MWC (Mountain),,10,3,4.96,-0.87,4.09,45.85,15.45,13.03,6.74,5.94,2.17,7.0,4.63
2016,50,Georgia,SEC (East),,8,5,0.35,3.29,3.64,41.83,8.65,8.51,4.94,6.01,2.47,6.97,3.71
2016,51,Navy,American (West),,9,5,6.88,-3.29,3.59,51.23,15.09,13.08,6.64,7.25,3.4,8.15,5.02
2016,52,Louisiana Tech,CUSA (West),,9,5,10.05,-6.66,3.39,53.53,19.01,10.24,5.93,6.08,2.68,8.35,4.33
2016,53,Vanderbilt,SEC (East),,6,7,-2.05,5.26,3.21,39.81,6.93,8.35,4.86,5.81,3.0,6.78,4.15
2016,54,Baylor,Big 12,,7,6,2.67,0.34,3.01,48.69,12.57,9.17,5.16,5.99,3.15,7.32,3.88
2016,55,Memphis,American (West),,8,5,3.28,-0.32,2.96,51.38,13.05,9.89,4.66,5.57,3.79,7.55,4.41
2016,56,Texas Christian,Big 12,,6,7,1.88,0.74,2.63,45.88,10.74,8.7,5.06,6.19,3.15,7.37,3.94
2016,57,UCLA,Pac-12 (South),,4,8,-0.86,3.49,2.63,41.62,9.27,9.15,4.16,4.28,2.39,6.86,3.31
2016,58,Colorado State,MWC (Mountain),,7,6,5.18,-2.66,2.52,48.21,17.86,10.38,6.75,6.67,3.67,7.94,5.07
2016,59,California,Pac-12 (North),,5,7,12.42,-10.0,2.42,54.8,24.71,8.98,5.5,5.97,4.67,7.52,5.1
2016,60,Kentucky,SEC (East),,7,6,4.33,-2.03,2.3,46.78,15.02,9.68,5.66,6.98,3.54,7.83,4.55
2016,61,Texas,Big 12,,5,7,3.16,-1.41,1.75,46.51,12.12,9.4,5.48,5.82,2.84,7.27,3.88
2016,62,Mississippi State,SEC (West),,6,7,5.19,-3.51,1.68,48.61,16.88,8.47,5.88,7.29,3.24,7.66,4.71
2016,63,Oregon State,Pac-12 (North),,4,8,0.5,1.02,1.53,42.84,13.14,8.05,4.37,6.65,4.0,7.09,4.24
2016,64,Indiana,Big Ten (East),,6,7,2.15,-0.77,1.38,43.94,11.76,9.79,5.45,5.21,2.39,7.12,3.85
2016,65,Wyoming,MWC (Mountain),,8,6,9.04,-7.68,1.37,49.24,21.45,9.89,6.56,5.98,3.77,7.26,5.35
2016,66,Texas Tech,Big 12,,5,7,12.46,-11.12,1.34,58.7,25.95,10.2,6.39,4.36,4.56,7.87,5.44
2016,67,Old Dominion,CUSA (East),,10,3,3.52,-2.41,1.11,45.52,17.51,9.19,6.02,6.34,3.03,7.42,4.41
2016,68,Wake Forest,ACC (Atlantic),,7,6,-4.32,5.04,0.73,37.75,6.93,7.9,5.41,5.32,2.53,6.16,4.04
2016,69,Oregon,Pac-12 (North),,4,8,11.12,-10.42,0.7,52.81,24.36,9.96,5.64,6.8,4.44,8.02,5.06
2016,70,Boston College,ACC (Atlantic),,7,6,-7.0,7.58,0.58,36.48,10.89,8.03,5.06,4.92,2.07,5.84,3.7
2016,71,Maryland,Big Ten (East),,6,7,-1.82,1.89,0.07,42.77,14.64,8.82,5.61,6.46,3.74,7.27,4.63
2016,72,UCF,American (East),,6,7,-1.67,1.66,-0.01,43.25,11.05,7.83,4.58,4.78,2.76,6.03,3.65
2016,73,Arkansas State,Sun Belt,,8,5,-3.46,2.9,-0.56,38.03,12.1,9.32,5.67,4.42,2.8,6.43,4.24
2016,74,South Carolina,SEC (East),,6,7,-5.88,4.97,-0.91,35.91,9.03,8.78,4.92,4.93,3.16,6.53,3.97
2016,75,Idaho,Sun Belt,,9,4,1.16,-2.35,-1.19,41.34,20.38,8.87,7.07,4.89,3.32,6.61,5.31
2016,76,New Mexico,MWC (Mountain),,9,4,5.26,-6.47,-1.21,45.45,21.28,8.73,6.81,7.37,3.7,7.59,5.33
2016,77,Duke,ACC (Coastal),,4,8,-3.03,1.67,-1.36,40.99,10.97,8.45,6.81,5.62,2.93,6.76,4.76
2016,78,Michigan State,Big Ten (East),,3,9,-1.21,-0.58,-1.79,43.51,11.04,9.29,5.84,6.13,2.71,7.37,4.21
2016,79,Ohio,MAC (East),,8,6,-3.34,1.35,-1.99,35.65,12.4,8.15,5.9,5.19,2.14,6.46,4.11
2016,80,Army,Ind,,8,5,-7.31,4.9,-2.41,40.75,10.25,8.7,5.12,6.62,2.79,6.78,4.22
2016,81,Missouri,SEC (East),,4,8,0.19,-2.69,-2.5,48.71,16.84,9.91,5.27,6.29,3.71,7.87,4.52
2016,82,Arizona State,Pac-12 (South),,5,7,5.89,-8.49,-2.6,47.78,21.22,9.21,6.89,4.55,3.78,6.58,5.53
2016,83,Southern Mississippi,CUSA (West),,7,6,-0.02,-3.71,-3.73,44.08,18.76,9.16,6.37,5.54,3.34,7.13,4.7
2016,84,UTSA,CUSA (West),,6,7,-3.47,-0.45,-3.92,37.49,13.99,8.05,6.12,4.98,2.83,6.17,4.38
2016,85,Eastern Michigan,MAC (West),,7,6,-1.73,-2.57,-4.3,39.95,17.87,8.59,5.95,5.4,3.19,6.87,4.66
2016,86,Northern Illinois,MAC (West),,5,7,-0.94,-3.45,-4.39,40.52,18.05,7.91,5.74,6.22,3.34,6.78,4.57
2016,87,Georgia Southern,Sun Belt,,5,7,-3.04,-1.36,-4.4,38.82,15.67,8.56,6.17,5.42,3.66,6.3,5.01
2016,88,Iowa State,Big 12,,3,9,-3.46,-0.97,-4.43,42.83,14.32,9.5,5.29,5.31,3.86,7.22,4.44
2016,89,Syracuse,ACC (Atlantic),,4,8,0.08,-4.59,-4.51,43.26,20.37,9.44,6.86,5.13,3.97,7.19,5.4
2016,90,Arizona,Pac-12 (South),,3,9,1.01,-5.64,-4.63,43.0,22.36,9.0,6.09,7.04,3.47,7.62,4.74
2016,91,SMU,American (West),,5,7,-1.42,-3.42,-4.84,41.04,19.3,8.7,5.28,5.19,3.72,6.76,4.63
2016,92,Middle Tennessee State,CUSA (East),,8,5,6.22,-11.74,-5.53,48.78,25.0,8.59,5.58,7.11,3.42,7.86,4.42
2016,93,Central Michigan,MAC (West),,6,7,-4.7,-0.9,-5.6,37.94,17.55,9.03,5.51,4.78,3.48,6.88,4.56
2016,94,South Alabama,Sun Belt,,6,7,-2.84,-2.96,-5.8,35.28,17.66,8.68,5.95,5.16,3.98,6.62,4.92
2016,95,Utah State,MWC (Mountain),,3,9,-4.63,-1.35,-5.99,37.83,16.46,7.72,4.7,6.32,3.1,6.81,3.98
2016,96,Louisiana,Sun Belt,,6,7,-5.43,-0.75,-6.18,34.3,16.23,8.01,6.27,4.94,2.64,5.96,4.52
2016,97,Hawaii,MWC (West),,7,7,-1.79,-4.65,-6.44,38.67,23.87,8.61,6.38,5.85,3.92,7.04,5.11
2016,98,Akron,MAC (East),,5,7,-0.4,-6.12,-6.52,40.18,24.35,9.04,6.16,5.37,4.01,7.1,5.08
2016,99,Tulane,American (West),,4,8,-5.62,-0.92,-6.54,38.06,14.65,6.92,5.48,6.03,3.33,6.14,4.45
2016,100,Miami (OH),MAC (East),,6,7,-6.06,-0.73,-6.79,33.83,14.54,9.64,5.61,4.93,2.97,6.79,4.23
2016,101,Rutgers,Big Ten (East),,2,10,-9.42,2.45,-6.97,34.84,19.61,7.1,5.75,5.26,4.1,5.89,4.87
2016,102,Illinois,Big Ten (West),,3,9,-5.92,-1.83,-7.75,38.09,16.29,7.74,5.65,6.25,3.46,6.82,4.35
2016,103,Virginia,ACC (Coastal),,2,10,-4.34,-3.91,-8.25,38.32,17.63,7.68,6.32,5.07,3.27,6.3,4.78
2016,104,Purdue,Big Ten (West),,3,9,0.2,-9.16,-8.96,42.38,25.56,8.17,6.34,4.64,4.15,6.58,5.1
2016,105,Ball State,MAC (West),,4,8,-3.5,-5.61,-9.11,37.02,20.3,7.55,6.39,6.0,3.6,6.61,5.26
2016,106,Kent State,MAC (East),,3,9,-7.19,-1.93,-9.12,32.38,17.72,7.15,5.2,5.55,3.23,6.03,4.1
2016,107,Cincinnati,American (East),,4,8,-9.46,0.29,-9.17,32.76,12.41,8.53,5.65,4.86,3.19,6.6,4.22
2016,108,Georgia State,Sun Belt,,3,9,-8.2,-1.17,-9.37,31.71,16.88,8.24,4.4,4.25,3.51,6.25,4.15
2016,109,East Carolina,American (East),,3,9,-2.71,-6.98,-9.69,42.37,22.13,9.15,6.02,5.32,4.37,7.31,5.24
2016,110,Nevada,MWC (West),,5,7,-6.49,-3.21,-9.7,33.8,18.73,8.26,6.87,5.3,4.95,6.47,5.66
2016,111,San Jose State,MWC (West),,4,8,-4.71,-5.31,-10.03,36.07,22.33,8.59,6.7,4.95,4.2,6.38,5.29
2016,112,Nevada-Las Vegas,MWC (West),,4,8,0.93,-10.98,-10.05,42.67,26.31,7.89,5.72,6.53,3.85,6.91,4.8
2016,113,North Texas,CUSA (West),,5,8,-4.76,-5.57,-10.33,36.4,19.94,7.31,6.02,5.39,4.08,6.23,4.89
2016,114,Bowling Green State,MAC (East),,4,8,-5.14,-5.44,-10.58,36.55,26.68,7.68,7.29,5.46,3.39,6.38,5.14
2016,115,Kansas,Big 12,,2,10,-9.16,-1.49,-10.65,35.94,19.08,7.98,5.16,4.69,4.02,6.33,4.38
2016,116,Massachusetts,Ind,,2,10,-3.73,-8.21,-11.94,37.28,23.63,8.66,6.83,4.72,3.55,6.7,5.1
2016,117,Louisiana-Monroe,Sun Belt,,4,8,-4.42,-7.55,-11.97,36.12,28.51,7.76,6.64,5.37,4.83,6.19,5.66
2016,118,Charlotte,CUSA (East),,4,8,-6.5,-6.01,-12.51,34.92,22.47,6.45,6.27,5.54,3.01,5.92,4.88
2016,119,Florida International,CUSA (East),,4,8,-6.88,-5.94,-12.82,33.99,21.07,7.91,6.38,5.56,3.95,6.6,5.02
2016,120,New Mexico State,Sun Belt,,3,9,-4.52,-8.36,-12.88,37.2,27.6,7.7,7.17,5.63,4.16,6.49,5.55
2016,121,Connecticut,American (East),,3,9,-13.01,-0.3,-13.3,28.32,14.83,7.95,6.07,4.67,2.96,6.07,4.69
2016,122,UTEP,CUSA (West),,4,8,-6.45,-6.88,-13.33,35.19,24.13,7.45,6.19,6.42,4.18,6.85,5.13
2016,123,Marshall,CUSA (East),,3,9,-9.24,-4.36,-13.59,35.06,20.51,7.71,6.72,4.51,3.46,6.07,4.94
2016,124,Rice,CUSA (West),,3,9,-3.89,-9.78,-13.67,36.77,25.02,7.49,9.04,5.5,4.15,6.3,6.27
2016,125,Fresno State,MWC (West),,1,11,-12.31,-1.94,-14.26,28.43,17.8,7.58,5.54,4.11,3.6,5.63,4.48
2016,126,Florida Atlantic,CUSA (East),,3,9,-4.18,-10.42,-14.6,36.8,27.91,7.93,8.11,6.05,4.13,6.7,5.75
2016,127,Buffalo,MAC (East),,2,10,-11.82,-6.42,-18.24,27.8,23.84,7.31,6.62,5.45,4.08,6.19,5.11
2016,128,Texas State,Sun Belt,,2,10,-9.6,-9.26,-18.86,30.68,31.36,7.74,6.85,3.52,4.27,5.4,5.4
2017,1,Wisconsin,Big Ten (West),7.0,13,1,8.27,14.34,22.61,53.05,-3.02,10.33,4.6,6.33,2.03,7.82,3.15
2017,2,Georgia,SEC (East),2.0,13,2,9.97,12.5,22.47,54.24,-1.67,10.83,3.73,7.04,2.26,8.38,2.98
2017,3,Ohio State,Big Ten (East),5.0,12,2,9.81,12.01,21.82,60.35,-0.09,10.26,4.5,6.87,1.61,8.38,2.88
2017,4,Penn State,Big Ten (East),8.0,11,2,11.03,10.59,21.62,60.84,0.03,10.18,4.85,6.27,2.64,8.22,3.65
2017,5,Alabama,SEC (West),1.0,13,1,4.67,16.58,21.25,54.96,-4.79,10.2,3.53,6.94,1.6,8.23,2.47
2017,6,Clemson,ACC (Atlantic),4.0,12,2,5.99,14.63,20.62,53.09,-3.72,8.93,4.01,6.1,1.79,7.4,2.78
2017,7,Notre Dame,Ind,11.0,10,3,10.24,9.17,19.41,55.02,3.67,8.41,4.26,7.62,2.57,7.99,3.44
2017,8,Oklahoma,Big 12,3.0,12,2,17.63,1.42,19.05,63.82,9.01,13.37,5.71,6.95,3.49,9.88,4.42
2017,9,Auburn,SEC (West),10.0,10,4,5.78,12.17,17.95,50.17,-1.23,10.23,3.64,5.93,2.15,7.63,2.85
2017,10,UCF,American (East),6.0,13,0,14.05,2.85,16.9,58.56,10.72,11.01,6.13,5.92,3.31,8.31,4.68
2017,11,Washington,Pac-12 (North),16.0,10,3,5.38,10.84,16.22,51.66,0.4,10.05,4.66,5.85,2.2,7.78,3.15
2017,12,Miami (FL),ACC (Coastal),13.0,10,3,7.05,7.94,14.98,48.53,3.95,9.17,4.97,6.33,2.4,7.79,3.55
2017,13,Texas Christian,Big 12,9.0,11,3,2.41,12.3,14.71,47.98,-1.22,9.17,5.02,5.48,1.95,7.21,3.25
2017,14,Iowa,Big Ten (West),,8,5,5.84,8.83,14.66,50.01,1.83,8.91,4.49,5.2,3.19,6.84,3.77
2017,15,Michigan State,Big Ten (East),15.0,10,3,2.27,11.56,13.83,43.59,0.33,8.72,5.04,5.26,2.15,6.83,3.57
2017,16,Michigan,Big Ten (East),,8,5,3.85,9.59,13.44,45.46,1.56,8.26,4.5,5.78,2.26,6.84,3.24
2017,17,Oklahoma State,Big 12,14.0,10,3,15.09,-2.0,13.09,62.48,13.1,11.29,5.84,5.85,2.98,8.65,4.19
2017,18,USC,Pac-12 (South),12.0,11,3,7.47,4.91,12.37,49.33,6.99,10.38,5.38,5.75,3.24,8.06,4.06
2017,19,North Carolina State,ACC (Atlantic),23.0,9,4,8.62,3.54,12.17,50.29,7.83,9.12,5.71,5.91,2.69,7.5,4.16
2017,20,Mississippi State,SEC (West),19.0,9,4,2.48,9.37,11.85,47.94,4.23,7.87,5.21,6.29,2.53,6.99,3.56
2017,21,LSU,SEC (West),18.0,9,4,2.88,8.9,11.77,43.73,3.02,10.61,5.02,6.0,2.66,7.74,3.67
2017,22,Wake Forest,ACC (Atlantic),,8,5,10.47,0.95,11.42,53.46,10.11,10.3,5.52,5.83,2.92,7.87,4.16
2017,23,Northwestern,Big Ten (West),17.0,10,3,2.92,8.44,11.36,47.48,3.32,8.28,5.17,5.23,2.27,6.72,3.77
2017,24,Stanford,Pac-12 (North),20.0,9,5,5.73,5.11,10.84,49.59,5.33,9.03,5.8,7.1,3.66,8.08,4.45
2017,25,Virginia Tech,ACC (Coastal),24.0,9,4,-2.54,13.1,10.56,43.23,-1.24,8.91,6.11,4.73,2.45,6.59,3.92
2017,26,Iowa State,Big 12,,8,5,1.93,7.84,9.77,44.64,2.08,8.91,5.39,4.47,2.85,6.84,3.9
2017,27,Purdue,Big Ten (West),,7,6,0.93,8.82,9.74,42.83,1.24,8.47,5.62,5.52,2.19,7.07,3.77
2017,28,Louisville,ACC (Atlantic),,8,5,10.53,-0.85,9.67,55.79,12.18,10.1,6.5,7.61,3.13,8.85,4.5
2017,29,Boston College,ACC (Atlantic),,7,6,2.09,7.3,9.39,44.99,4.33,7.74,4.68,6.06,3.72,6.73,4.01
2017,30,Boise State,MWC (Mountain),22.0,11,3,6.86,1.8,8.67,47.53,10.4,9.59,5.24,4.88,2.61,7.15,3.77
2017,31,Memphis,American (West),25.0,10,3,12.29,-3.77,8.52,55.72,16.8,9.22,5.74,6.07,3.46,7.78,4.48
2017,32,Texas,Big 12,,7,6,-0.31,8.52,8.21,43.74,1.36,8.22,5.11,4.62,2.05,6.48,3.42
2017,33,Florida State,ACC (Atlantic),,7,6,-0.49,8.56,8.07,45.17,2.8,8.93,4.25,5.62,2.35,7.1,3.2
2017,34,Florida Atlantic,CUSA (East),,11,3,6.72,1.29,8.01,50.92,13.14,8.99,5.48,6.67,3.65,7.64,4.4
2017,35,South Carolina,SEC (East),,9,4,-0.35,8.13,7.77,40.12,4.26,8.82,5.02,5.07,2.68,6.96,3.76
2017,36,South Florida,American (East),21.0,10,2,6.97,0.31,7.27,47.16,13.26,8.66,5.51,5.41,2.88,6.7,4.05
2017,37,Duke,ACC (Coastal),,7,6,0.46,6.77,7.23,44.07,5.0,7.44,6.0,5.26,3.09,6.28,4.14
2017,38,Washington State,Pac-12 (North),,9,4,3.04,3.58,6.62,45.65,9.56,8.26,4.64,3.9,3.31,6.95,3.73
2017,39,Georgia Tech,ACC (Coastal),,5,6,6.17,0.21,6.38,47.73,10.48,9.66,5.26,6.69,3.6,7.34,4.33
2017,40,Kansas State,Big 12,,8,5,3.16,2.68,5.84,46.24,8.43,9.75,5.8,5.84,2.92,7.36,4.34
2017,41,Navy,American (West),,7,6,3.06,2.63,5.69,44.07,9.35,10.98,7.33,6.2,3.19,6.9,4.95
2017,42,Utah,Pac-12 (South),,7,6,1.1,3.97,5.07,43.12,6.98,9.14,4.39,4.71,3.14,6.87,3.6
2017,43,San Diego State,MWC (West),,10,3,0.24,4.81,5.05,41.46,8.52,8.42,6.02,6.28,2.76,7.08,4.07
2017,44,West Virginia,Big 12,,7,6,7.77,-2.93,4.84,50.54,14.15,9.59,5.83,5.39,4.32,7.61,4.73
2017,45,Indiana,Big Ten (East),,5,7,2.6,2.14,4.74,45.8,9.84,8.15,5.31,4.81,2.82,6.59,3.79
2017,46,Oregon,Pac-12 (North),,7,6,3.14,1.52,4.66,50.45,12.8,9.59,5.11,6.0,2.84,7.43,3.73
2017,47,Fresno State,MWC (West),,10,4,-2.6,7.07,4.47,41.06,6.81,8.86,5.22,5.41,2.58,7.11,3.81
2017,48,Missouri,SEC (East),,7,6,9.19,-4.91,4.28,54.47,19.57,11.05,6.03,6.37,3.27,8.61,4.48
2017,49,Toledo,MAC (West),,11,3,4.89,-1.07,3.82,46.24,15.47,10.07,6.02,5.68,4.3,7.71,4.94
2017,50,Arizona State,Pac-12 (South),,7,6,5.76,-1.96,3.8,47.2,14.37,9.75,5.88,4.95,3.83,7.13,4.7
2017,51,Army,Ind,,10,3,1.5,2.2,3.69,43.28,10.95,6.2,6.28,6.79,4.66,6.86,5.47
2017,52,Troy,Sun Belt,,11,2,0.73,2.86,3.59,40.82,11.56,8.34,5.97,5.42,2.93,7.07,4.25
2017,53,Minnesota,Big Ten (West),,5,7,-3.22,6.59,3.36,40.61,7.63,8.29,4.94,5.46,4.1,6.45,4.35
2017,54,Texas A&M,SEC (West),,7,6,6.71,-3.35,3.36,48.12,14.92,8.95,5.7,5.05,3.01,6.95,4.1
